Row ID,K2 Name,K2 ID,Alt Name,RA (J2000),Dec (J2000),Disc Method,Number of Planets,Planet Radius,Planet Radius Limit Flag,Semi-Major Axis,Semi-Major Axis Flag,Orbital Eccentricity,Orbital Eccentricity Limit Flag, Orbital Inclination,Orbital Inclination Limit Flag,Planet Mass,Planet mass Limit Flag,Planet Density,Planet Density Limit Flag,Period,Period Limit Flag,Stellar Mass,Stellar Mass Limit Flag,Stellar Radius,Stellar Radius Limit Flag,Stellar Distance,Stellar  Distance limit Flag,Stellar Optical mag,Stellar Optical mag Limit Flag,Optical Mag Band Name,Stellar Teff, Stellar Teff Limit Flag,# of Planet Notes,Last Update,Gaia gmag,Kepmag,K2 Campaign
integer,string,integer,string,ra,dec,string,integer,float,integer,float,integer,float,integer,float,integer,float,integer,float,integer,float,integer,float,float,float,integer,float,integer,float,integer,string,integer,integer,integer,string,float,float,string
207,K2-35 b,201549860,K2-35 b,11 20 24.741,+01 17 09.44,Transit,2,0.172,0,0.055,0,0.120,0,88.580,0,,0,,0,5.608,0,0.700,0.000,0.620,0,,,14.350,0,V (Johnson),4402.71,0,0,2017-10-26,,13.917,1
208,K2-35 c,201549860,K2-35 c,11 20 24.741,+01 17 09.44,Transit,2,0.118,0,0.031,0,0.130,0,88.980,0,,0,,0,2.400,0,0.700,0.000,0.620,0,,,14.350,0,V (Johnson),4402.71,0,0,2017-10-26,,13.917,1
209,K2-36 b,201713348,K2-36 b,11 17 47.776,+03 51 59.01,Transit,2,0.118,0,0.023,0,,,87.750,0,,,,,1.423,0,0.800,0.000,0.740,0,,,11.800,0,V (Johnson),4924,0,0,2016-07-07,,11.531,1
210,K2-36 c,201713348,K2-36 c,11 17 47.776,+03 51 59.01,Transit,2,0.250,0,0.056,0,,,88.330,0,,,,,5.341,0,0.800,0.000,0.740,0,,,11.800,0,V (Johnson),4924,0,0,2016-07-07,,11.531,1
211,K2-37 b,203826436,K2-37 b,16 13 48.241,-24 47 13.42,Transit,3,0.144,0,0.051,0,,,87.280,0,,,,,4.441,0,0.900,0.000,0.850,0,,,12.520,0,V (Johnson),5413,0,0,2016-07-07,,12.241,2
212,K2-37 c,203826436,K2-37 c,16 13 48.241,-24 47 13.42,Transit,3,0.245,0,0.065,0,,,87.370,0,,,,,6.429,0,0.900,0.000,0.850,0,,,12.520,0,V (Johnson),5413,0,0,2016-07-07,,12.241,2
213,K2-37 d,203826436,K2-37 d,16 13 48.241,-24 47 13.42,Transit,3,0.244,0,0.110,0,,,88.340,0,,,,,14.092,0,0.900,0.000,0.850,0,,,12.520,0,V (Johnson),5413,0,0,2016-07-07,,12.241,2
214,K2-38 b,204221263,K2-38 b,16 00 08.060,-23 11 21.43,Transit,2,0.138,0,0.051,0,,,87.280,0,0.038,0,17.500,0,4.016,0,1.070,0.000,1.100,0,,,11.390,0,V (Johnson),5757,0,0,2016-07-07,11.155,11.210,2
215,K2-38 c,204221263,K2-38 c,16 00 08.060,-23 11 21.43,Transit,2,0.216,0,0.096,0,,,88.610,0,0.031,0,3.600,0,10.561,0,1.070,0.000,1.100,0,,,11.390,0,V (Johnson),5757,0,0,2016-07-07,11.155,11.210,2
216,K2-93 b,211311380,HIP 41378 b,08 26 27.850,+10 04 49.36,Transit,5,0.259,0,,,,,88.400,0,,,,,15.571,0,1.150,0.000,1.400,0,116.140,0,8.930,0,V (Johnson),6199,0,0,2016-07-07,8.774,9.128,5
217,K2-93 c,211311380,HIP 41378 c,08 26 27.850,+10 04 49.36,Transit,5,0.228,0,,,,,89.580,0,,,,,31.698,0,1.150,0.000,1.400,0,116.140,0,8.930,0,V (Johnson),6199,0,0,2016-07-07,8.774,9.128,5
218,K2-93 d,211311380,HIP 41378 d,08 26 27.850,+10 04 49.36,Transit,5,0.353,0,,,,,,,,,,,156.000,0,1.150,0.000,1.400,0,116.140,0,8.930,0,V (Johnson),6199,0,0,2016-07-07,8.774,9.128,5
219,K2-93 e,211311380,HIP 41378 e,08 26 27.850,+10 04 49.36,Transit,5,0.492,0,,,,,,,,,,,131.000,0,1.150,0.000,1.400,0,116.140,0,8.930,0,V (Johnson),6199,0,0,2016-07-07,8.774,9.128,5
220,K2-93 f,211311380,HIP 41378 f,08 26 27.850,+10 04 49.36,Transit,5,0.910,0,,,,,,,,,,,324.000,0,1.150,0.000,1.400,0,116.140,0,8.930,0,V (Johnson),6199,0,0,2016-07-07,8.774,9.128,5
221,K2-94 b,201862715,WASP-85 A b,11 43 38.013,+06 33 49.41,Transit,1,1.240,0,0.039,0,0.000,0,89.690,0,1.265,0,0.880,0,2.656,0,1.090,0.000,0.940,0,,,10.720,0,V (Johnson),6112,0,0,2016-07-07,,10.247,1
222,K2-109 c,201437844,HD 106315 c,12 13 53.394,-00 23 36.54,Transit,2,0.393,0,0.150,0,0.180,1,88.480,0,,0,,0,21.058,0,1.030,0.000,1.280,0,,,8.951,0,V (Johnson),6254,0,0,2017-09-28,8.860,9.234,10
223,K2-112 b,246199087,TRAPPIST-1 b,23 06 29.283,-05 02 28.59,Transit,7,0.097,0,0.011,0,0.081,1,89.650,0,0.003,0,3.600,0,1.511,0,0.080,0.000,0.120,0,12.100,0,18.800,0,V (Johnson),2559,0,0,2017-02-22,,12.917,12
224,K2-112 c,246199087,TRAPPIST-1 c,23 06 29.283,-05 02 28.59,Transit,7,0.094,0,0.015,0,0.083,1,89.670,0,0.004,0,6.450,0,2.422,0,0.080,0.000,0.120,0,12.100,0,18.800,0,V (Johnson),2559,0,0,2017-02-22,,12.917,12
225,K2-112 d,246199087,TRAPPIST-1 d,23 06 29.283,-05 02 28.59,Transit,7,0.069,0,0.021,0,0.070,1,89.750,0,0.001,0,4.900,0,4.050,0,0.080,0.000,0.120,0,12.100,0,18.800,0,V (Johnson),2559,0,2,2017-02-22,,12.917,12
226,K2-112 e,246199087,TRAPPIST-1 e,23 06 29.283,-05 02 28.59,Transit,7,0.082,0,0.028,0,0.085,1,89.860,0,0.002,0,4.400,0,6.100,0,0.080,0.000,0.120,0,12.100,0,18.800,0,V (Johnson),2559,0,0,2017-02-22,,12.917,12
227,K2-112 f,246199087,TRAPPIST-1 f,23 06 29.283,-05 02 28.59,Transit,7,0.093,0,0.037,0,0.063,1,89.680,0,0.002,0,3.300,0,9.207,0,0.080,0.000,0.120,0,12.100,0,18.800,0,V (Johnson),2559,0,0,2017-02-22,,12.917,12
228,K2-112 g,246199087,TRAPPIST-1 g,23 06 29.283,-05 02 28.59,Transit,7,0.101,0,0.045,0,0.061,1,89.710,0,0.004,0,5.200,0,12.353,0,0.080,0.000,0.120,0,12.100,0,18.800,0,V (Johnson),2559,0,0,2017-02-22,,12.917,12
229,K2-112 h,246199087,TRAPPIST-1 h,23 06 29.283,-05 02 28.59,Transit,7,0.067,0,,,,,89.760,0,,,,,18.767,0,0.080,0.000,0.120,0,12.100,0,18.800,0,V (Johnson),2559,0,0,2017-06-15,,12.917,12
230,K2-131 b,228732031,K2-131 b,12 11 00.373,-09 45 54.78,Transit,1,0.161,0,,0,0.000,0,85.000,0,0.020,0,6.000,0,0.369,0,0.840,0.000,0.810,0,,,12.115,0,V (Johnson),5200,0,0,2017-10-19,,11.937,10
231,K2-132 b,228754001,K2-132 b,12 08 39.935,-08 44 49.83,Transit,1,1.300,0,,0,,0,,0,0.490,0,,0,9.175,0,1.080,0.000,3.850,0,,,11.897,0,V (Johnson),4840,0,0,2017-10-19,,11.651,10
232,K2-133 b,247887989,K2-133 b,04 40 35.656,+25 00 36.02,Transit,3,0.117,0,0.033,0,,0,87.560,0,,0,,0,3.071,0,0.510,0.000,0.470,0,,,14.288,0,V (Johnson),3655,0,0,2017-10-26,,13.327,13
233,K2-133 c,247887989,K2-133 c,04 40 35.656,+25 00 36.02,Transit,3,0.132,0,0.045,0,,0,88.650,0,,0,,0,4.868,0,0.510,0.000,0.470,0,,,14.288,0,V (Johnson),3655,0,0,2017-10-26,,13.327,13
234,K2-133 d,247887989,K2-133 d,04 40 35.656,+25 00 36.02,Transit,3,0.180,0,0.077,0,,0,89.520,0,,0,,0,11.023,0,0.510,0.000,0.470,0,,,14.288,0,V (Johnson),3655,0,0,2017-10-26,,13.327,13
235,K2-21 b,206011691,K2-21 b,22 41 12.883,-14 29 20.35,Transit,2,0.164,0,0.076,0,0.100,0,88.980,0,,0,,0,9.325,0,0.680,0.000,0.650,0,,,12.850,0,V (Johnson),4222.06,0,0,2017-10-26,,12.316,3
236,K2-21 c,206011691,K2-21 c,22 41 12.883,-14 29 20.35,Transit,2,0.222,0,0.107,0,0.210,0,88.850,0,,0,,0,15.502,0,0.680,0.000,0.650,0,,,12.850,0,V (Johnson),4222.06,0,0,2017-10-26,,12.316,3
237,K2-26 b,202083828,K2-26 b,06 16 49.579,+24 35 47.08,Transit,1,0.238,0,0.096,0,,,88.400,0,,,,,14.566,0,0.560,0.000,0.520,0,,,14.530,0,V (Johnson),3785,0,0,2016-01-21,,14.000,0
238,K2-29 b,211089792,K2-29 b,04 10 40.955,+24 24 07.35,Transit,1,1.190,0,0.042,0,0.066,0,86.656,0,0.730,0,0.530,0,3.259,0,0.940,0.000,0.860,0,,,12.526,0,V (Johnson),5358,0,0,2016-03-24,,12.914,4
239,K2-42 b,201155177,K2-42 b,11 46 39.774,-05 10 18.89,Transit,1,0.192,0,0.062,0,,,,,,,,,6.688,0,0.700,0.000,0.640,0,,,15.023,0,V (Johnson),4613,0,0,2016-07-18,,14.632,1
240,K2-43 b,201205469,K2-43 b,11 16 28.114,-03 58 31.58,Transit,1,0.424,0,0.038,0,0.070,0,88.900,0,,0,,0,3.471,0,0.600,0.000,0.590,0,,,15.596,0,V (Johnson),3889.72,0,0,2017-10-26,,14.887,1
241,K2-44 b,201295312,K2-44 b,11 36 02.790,-02 31 15.17,Transit,1,0.243,0,0.065,0,,,,,,,,,5.657,0,1.150,0.000,1.580,0,,,12.189,0,V (Johnson),5912,0,0,2016-07-18,,12.126,1
242,K2-45 b,201345483,K2-45 b,11 18 31.890,-01 46 26.87,Transit,1,0.599,0,0.022,0,,,,,,,,,1.729,0,0.500,0.000,0.450,0,,,15.780,0,V (Johnson),4103,0,0,2016-07-18,,15.319,1
243,K2-46 b,201403446,K2-46 b,11 37 03.922,-00 54 26.14,Transit,1,0.183,0,0.138,0,,,,,,,,,19.154,0,0.960,0.000,1.290,0,,,12.029,0,V (Johnson),6256,0,0,2016-07-18,,11.995,1
244,K2-47 b,201647718,K2-47 b,11 14 19.823,+02 46 50.56,Transit,1,0.169,0,0.178,0,,,,,,,,,31.637,0,0.750,0.000,0.760,0,,,14.085,0,V (Johnson),5054,0,0,2016-07-18,,13.771,1
245,K2-48 b,201677835,K2-48 b,11 44 29.652,+03 16 20.73,Transit,1,0.200,0,0.134,0,,,,,,,,,20.506,0,0.770,0.000,0.730,0,,,14.277,0,V (Johnson),4899,0,0,2016-07-18,,14.019,1
246,K2-49 b,201690311,K2-49 b,11 49 16.849,+03 28 32.05,Transit,1,0.172,0,0.031,0,,,,,,,,,2.771,0,0.510,0.000,0.450,0,,,15.668,0,V (Johnson),4175,0,0,2016-07-18,,15.288,1
247,K2-50 b,201833600,K2-50 b,11 17 56.070,+05 59 18.16,Transit,1,0.142,0,0.070,0,,,,,,,,,8.753,0,0.610,0.000,0.550,0,,,14.717,0,V (Johnson),4326,0,0,2016-07-18,,14.252,1
248,K2-116 b,206119924,K2-116 b,22 24 36.387,-11 34 43.29,Transit,1,0.062,0,0.048,0,0.060,0,89.090,0,,0,,0,4.655,0,0.690,0.000,0.670,0,56.150,0,10.910,0,V (Johnson),4348.35,0,0,2017-10-05,,10.310,3
249,K2-52 b,203776696,K2-52 b,16 26 26.741,-24 58 11.81,Transit,1,0.990,0,0.049,0,,,,,,,,,3.535,0,1.210,0.000,1.490,0,,,15.037,0,Kepler-band,6113,0,0,2016-07-18,,15.037,2
250,K2-53 b,204890128,K2-53 b,16 16 34.036,-20 24 01.92,Transit,1,0.223,0,0.098,0,,,,,,,,,12.205,0,0.830,0.000,0.850,0,,,11.888,0,Kepler-band,5269,0,0,2016-07-18,,11.888,2
251,K2-54 b,205916793,K2-54 b,22 32 13.008,-17 32 38.38,Transit,1,0.103,0,0.067,0,,,,,,,,,9.784,0,0.420,0.000,0.380,0,,,14.042,0,V (Johnson),3798,0,0,2016-07-18,,13.441,3
252,K2-55 b,205924614,K2-55 b,22 15 00.462,-17 15 02.55,Transit,1,0.341,0,0.035,0,,,,,,,,,2.849,0,0.700,0.000,0.630,0,,,13.546,0,V (Johnson),4456,0,0,2016-07-18,,13.087,3
253,K2-57 b,206026136,K2-57 b,22 50 46.011,-14 04 11.59,Transit,1,0.187,0,0.075,0,,,,,,,,,9.006,0,0.680,0.000,0.620,0,,,14.501,0,V (Johnson),4434,0,0,2016-07-18,,14.101,3
254,K2-58 b,206026904,K2-58 b,22 15 17.234,-14 02 59.31,Transit,3,0.239,0,0.069,0,,,,,,,,,7.053,0,0.890,0.000,0.860,0,,,12.378,0,V (Johnson),5413,0,0,2016-07-18,,12.150,3
255,K2-58 c,206026904,K2-58 c,22 15 17.234,-14 02 59.31,Transit,3,0.145,0,0.035,0,,,,,,,,,2.537,0,0.890,0.000,0.860,0,,,12.378,0,V (Johnson),5413,0,0,2016-07-18,,12.150,3
256,K2-58 d,206026904,K2-58 d,22 15 17.234,-14 02 59.31,Transit,3,0.153,0,0.152,0,,,,,,,,,22.883,0,0.890,0.000,0.860,0,,,12.378,0,V (Johnson),5413,0,0,2016-07-18,,12.150,3
257,K2-59 b,206027655,K2-59 b,22 35 46.164,-14 01 39.88,Transit,2,0.215,0,0.135,0,,,,,,,,,20.692,0,0.770,0.000,0.730,0,,,14.226,0,V (Johnson),5055,0,0,2016-07-18,,13.869,3
258,K2-59 c,206027655,K2-59 c,22 35 46.164,-14 01 39.88,Transit,2,0.205,0,0.090,0,,,,,,,,,11.295,0,0.770,0.000,0.730,0,,,14.226,0,V (Johnson),5055,0,0,2016-07-18,,13.869,3
259,K2-60 b,206038483,K2-60 b,22 34 25.481,-13 43 54.13,Transit,1,0.683,0,0.045,0,0.000,0,88.490,0,0.426,0,1.700,0,3.003,0,0.970,0.000,1.120,0,,,12.789,0,V (Johnson),5500,0,1,2017-02-02,,12.590,3
260,K2-61 b,206044803,K2-61 b,22 38 41.939,-13 33 36.09,Transit,1,0.221,0,0.039,0,,,,,,,,,2.573,0,1.210,0.000,1.360,0,,,12.991,0,V (Johnson),6293,0,0,2016-07-18,,12.975,3
261,K2-62 b,206096602,K2-62 b,22 17 27.400,-12 11 14.99,Transit,2,0.191,0,0.064,0,,,,,,,,,6.672,0,0.770,0.000,0.730,0,,,12.397,0,V (Johnson),4880,0,0,2016-07-18,,12.045,3
262,K2-62 c,206096602,K2-62 c,22 17 27.400,-12 11 14.99,Transit,2,0.191,0,0.115,0,,,,,,,,,16.197,0,0.770,0.000,0.730,0,,,12.397,0,V (Johnson),4880,0,0,2016-07-18,,12.045,3
263,K2-63 b,206101302,K2-63 b,22 13 42.400,-12 03 58.95,Transit,1,0.287,0,0.163,0,,,,,,,,,20.257,0,1.400,0.000,1.630,0,,,12.876,0,V (Johnson),6771,0,0,2016-07-18,,12.703,3
264,K2-64 b,206125618,K2-64 b,22 09 39.265,-11 25 43.47,Transit,1,0.185,0,0.062,0,,,,,,,,,6.530,0,0.740,0.000,0.730,0,,,14.086,0,V (Johnson),5312,0,0,2016-07-18,,13.894,3
265,K2-65 b,206144956,K2-65 b,22 12 50.823,-10 55 31.36,Transit,1,0.141,0,0.101,0,,,,,,,,,12.648,0,0.870,0.000,0.840,0,78.060,0,10.801,0,V (Johnson),5213,0,0,2016-07-18,,10.396,3
266,K2-66 b,206153219,K2-66 b,22 06 06.409,-10 42 41.58,Transit,1,0.222,0,0.060,0,,0,86.600,0,0.067,0,7.800,0,5.070,0,1.110,0.000,1.670,0,,,11.710,0,V (Johnson),5887,0,1,2017-12-14,,12.051,3
267,K2-117 b,211331236,K2-117 b,08 55 25.364,+10 28 08.87,Transit,2,0.175,0,0.019,0,0.060,0,88.360,0,,0,,0,1.292,0,0.580,0.000,0.490,0,100.000,0,14.655,0,V (Johnson),3842.12,0,0,2017-10-05,,13.905,5
268,K2-68 b,206159027,K2-68 b,22 16 04.746,-10 34 02.34,Transit,1,0.141,0,0.071,0,,,,,,,,,8.054,0,0.730,0.000,0.680,0,,,12.977,0,V (Johnson),4746,0,0,2016-07-18,,12.597,3
269,K2-69 b,206162305,K2-69 b,22 23 02.292,-10 29 18.89,Transit,1,0.207,0,0.059,0,,,,,,,,,7.066,0,0.550,0.000,0.490,0,,,14.807,0,Kepler-band,4127,0,0,2016-07-18,,14.807,3
270,K2-70 b,206181769,K2-70 b,22 33 54.192,-10 05 05.81,Transit,1,0.258,0,0.111,0,,,,,,,,,13.979,0,0.940,0.000,0.930,0,,,12.989,0,V (Johnson),5622,0,0,2016-07-18,,12.770,3
271,K2-71 b,206192813,K2-71 b,22 46 53.862,-09 52 53.83,Transit,1,0.192,0,0.056,0,,,,,,,,,6.985,0,0.480,0.000,0.430,0,,,14.875,0,Kepler-band,4006,0,0,2016-07-18,,14.875,3
272,K2-72 b,206209135,K2-72 b,22 18 29.275,-09 36 44.58,Transit,4,0.096,0,0.040,0,0.110,0,89.150,0,,0,,0,5.577,0,0.270,0.000,0.330,0,,,15.309,0,V (Johnson),3360.47,0,0,2017-10-26,,14.407,3
273,K2-72 c,206209135,K2-72 c,22 18 29.275,-09 36 44.58,Transit,4,0.103,0,0.078,0,0.110,0,89.540,0,,0,,0,15.189,0,0.270,0.000,0.330,0,,,15.309,0,V (Johnson),3360.47,0,0,2017-10-26,,14.407,3
274,K2-72 d,206209135,K2-72 d,22 18 29.275,-09 36 44.58,Transit,4,0.090,0,0.050,0,0.110,0,89.260,0,,0,,0,7.760,0,0.270,0.000,0.330,0,,,15.309,0,V (Johnson),3360.47,0,0,2017-10-26,,14.407,3
275,K2-72 e,206209135,K2-72 e,22 18 29.275,-09 36 44.58,Transit,4,0.115,0,0.106,0,0.110,0,89.680,0,,0,,0,24.159,0,0.270,0.000,0.330,0,,,15.309,0,V (Johnson),3360.47,0,0,2017-10-26,,14.407,3
276,K2-73 b,206245553,K2-73 b,22 20 06.116,-09 03 21.93,Transit,1,0.219,0,0.076,0,,,,,,,,,7.495,0,1.050,0.000,1.060,0,,,11.345,0,V (Johnson),5922,0,0,2016-07-18,,11.745,3
277,K2-74 b,206268299,K2-74 b,22 39 40.642,-08 42 52.22,Transit,1,0.206,0,0.140,0,,,,,,,,,19.567,0,0.960,0.000,0.980,0,,,12.588,0,V (Johnson),6060,0,0,2016-07-18,,12.430,3
278,K2-75 b,206348688,K2-75 b,22 35 22.764,-07 28 11.47,Transit,2,0.238,0,0.081,0,,,,,,,,,7.814,0,1.160,0.000,1.560,0,,,12.701,0,V (Johnson),5995,0,0,2016-07-18,,12.566,3
279,K2-75 c,206348688,K2-75 c,22 35 22.764,-07 28 11.47,Transit,2,0.247,0,0.143,0,,,,,,,,,18.311,0,1.160,0.000,1.560,0,,,12.701,0,V (Johnson),5995,0,0,2016-07-18,,12.566,3
280,K2-117 c,211331236,K2-117 c,08 55 25.364,+10 28 08.87,Transit,2,0.181,0,0.051,0,0.150,0,89.490,0,,0,,0,5.445,0,0.580,0.000,0.490,0,100.000,0,14.655,0,V (Johnson),3842.12,0,0,2017-10-05,,13.905,5
281,K2-77 b,210363145,K2-77 b,03 40 54.823,+12 34 21.40,Transit,1,0.205,0,,,0.140,0,88.700,0,1.900,1,,,8.200,0,0.800,0.000,0.760,0,,,12.158,0,V (Johnson),4970,0,0,2016-09-29,,11.896,4
282,K2-118 b,211680698,K2-118 b,08 48 30.454,+15 39 21.54,Transit,1,0.227,0,0.245,0,0.200,0,89.500,0,,0,,0,50.921,0,0.760,0.000,0.730,0,,,14.049,0,V (Johnson),4726.29,0,0,2017-10-05,,13.727,5
283,K2-79 b,210402237,K2-79 b,03 41 01.417,+13 31 09.74,Transit,1,0.329,0,0.099,0,,,,,,,,,10.996,0,1.060,0.000,1.280,0,,,12.075,0,V (Johnson),5926,0,0,2016-07-18,,11.801,4
284,K2-80 b,210403955,K2-80 b,03 56 08.997,+13 33 33.44,Transit,3,0.179,0,0.135,0,,,,,,,,,19.092,0,0.900,0.000,0.870,0,,,12.626,0,V (Johnson),5441,0,0,2016-07-18,,12.388,4
285,K2-80 c,210403955,K2-80 c,03 56 08.997,+13 33 33.44,Transit,3,0.131,0,0.060,0,,,,,,,,,5.605,0,0.900,0.000,0.870,0,,,12.626,0,V (Johnson),5441,0,0,2016-07-18,,12.388,4
286,K2-81 b,210448987,K2-81 b,03 49 56.517,+14 30 07.92,Transit,1,0.176,0,0.059,0,0.060,0,89.290,0,,0,,0,6.102,0,0.750,0.000,0.630,0,,,14.364,0,V (Johnson),4674.13,0,0,2017-10-26,,13.927,4
287,K2-119 b,211770795,K2-119 b,08 48 02.336,+16 54 06.67,Transit,1,0.204,0,0.070,0,0.070,0,89.400,0,,0,,0,7.729,0,0.760,0.000,0.680,0,,,14.883,0,V (Johnson),4752.8,0,0,2017-10-05,,14.489,5
288,K2-83 b,210508766,K2-83 b,03 59 36.375,+15 33 31.99,Transit,2,0.111,0,0.030,0,,,,,,,,,2.747,0,0.480,0.000,0.420,0,,,14.514,0,V (Johnson),3910,0,0,2016-07-18,,13.844,4
289,K2-83 c,210508766,K2-83 c,03 59 36.375,+15 33 31.99,Transit,2,0.132,0,0.071,0,,,,,,,,,9.998,0,0.480,0.000,0.420,0,,,14.514,0,V (Johnson),3910,0,0,2016-07-18,,13.844,4
290,K2-84 b,210577548,K2-84 b,03 43 14.226,+16 38 04.37,Transit,2,0.215,0,0.067,0,,,,,,,,,6.421,0,0.950,0.000,0.930,0,,,13.443,0,V (Johnson),5652,0,0,2016-07-18,,13.138,4
291,K2-84 c,210577548,K2-84 c,03 43 14.226,+16 38 04.37,Transit,2,0.181,0,0.177,0,,,,,,,,,27.860,0,0.950,0.000,0.930,0,,,13.443,0,V (Johnson),5652,0,0,2016-07-18,,13.138,4
292,K2-85 b,210707130,K2-85 b,03 57 51.455,+18 27 54.91,Transit,1,0.090,0,0.013,0,,,,,,,,,0.685,0,0.570,0.000,0.510,0,,,12.831,0,V (Johnson),4268,0,0,2016-07-18,,12.099,4
293,K2-86 b,210718708,K2-86 b,03 26 12.672,+18 38 08.22,Transit,1,0.175,0,0.077,0,,,,,,,,,8.777,0,0.790,0.000,0.760,0,,,13.167,0,V (Johnson),5482,0,0,2016-07-18,,12.801,4
294,K2-87 b,210731500,K2-87 b,04 24 56.693,+18 49 38.70,Transit,1,0.410,0,0.088,0,,,,,,,,,9.727,0,0.950,0.000,0.930,0,,,14.134,0,V (Johnson),5406,0,0,2016-07-18,,13.691,4
295,K2-88 b,210750726,K2-88 b,03 39 00.384,+19 07 12.64,Transit,1,0.110,0,0.035,0,,,,,,,,,4.612,0,0.260,0.000,0.260,0,,,15.476,0,V (Johnson),3537,0,0,2016-07-18,,14.594,4
296,K2-89 b,210838726,K2-89 b,03 48 16.012,+20 27 34.70,Transit,1,0.055,0,0.015,0,,,,,,,,,1.096,0,0.350,0.000,0.320,0,,,14.162,0,V (Johnson),3691,0,0,2016-07-18,,13.307,4
297,K2-90 b,210968143,K2-90 b,03 56 36.577,+22 28 21.47,Transit,2,0.226,0,0.100,0,0.070,0,89.400,0,,0,,0,13.735,0,0.700,0.000,0.630,0,,,13.855,0,V (Johnson),4421.98,0,0,2017-10-26,,13.723,4
298,K2-90 c,210968143,K2-90 c,03 56 36.577,+22 28 21.47,Transit,2,0.116,0,0.035,0,0.190,0,86.940,0,,0,,0,2.901,0,0.700,0.000,0.630,0,,,13.855,0,V (Johnson),4421.98,0,0,2017-10-26,,13.723,4
299,K2-91 b,211077024,K2-91 b,04 12 52.335,+24 12 18.40,Transit,1,0.098,0,0.016,0,,,,,,,,,1.420,0,0.290,0.000,0.280,0,,,15.572,0,V (Johnson),3622,0,0,2016-07-18,,14.464,4
300,K2-120 b,211791178,K2-120 b,08 48 34.318,+17 11 26.47,Transit,1,0.179,0,0.078,0,0.140,0,89.570,0,,0,,0,9.563,0,0.690,0.000,0.670,0,,,14.045,0,V (Johnson),4349.9,0,0,2017-10-05,,13.648,5
301,K2-105 b,211525389,K2-105 b,08 21 40.867,+13 29 51.11,Transit,1,0.369,0,0.081,0,,,88.950,0,0.094,0,,,8.267,0,1.010,0.000,0.950,0,,,11.752,0,V (Johnson),5434,0,0,2017-01-12,11.623,11.687,5
302,K2-106 b,220674823,EPIC 220674823 b,00 52 19.147,+10 47 40.92,Transit,2,0.162,0,0.013,0,,0,80.200,0,0.028,0,8.570,0,0.571,0,0.920,0.000,0.950,0,,,12.102,0,V (Johnson),5496,0,1,2017-12-14,11.860,11.958,8
303,K2-106 c,220674823,EPIC 220674823 c,00 52 19.147,+10 47 40.92,Transit,2,0.247,0,0.107,0,,0,89.000,0,0.018,0,1.300,0,13.339,0,0.920,0.000,0.950,0,,,12.102,0,V (Johnson),5496,0,1,2017-12-14,11.860,11.958,8
304,K2-121 b,211818569,K2-121 b,08 27 44.813,+17 34 45.83,Transit,1,0.814,0,0.052,0,0.220,0,87.250,0,,0,,0,5.186,0,0.710,0.000,0.770,0,,,13.319,0,V (Johnson),4471.38,0,0,2017-10-05,,12.935,5
305,K2-122 b,212006344,K2-122 b,08 25 54.315,+20 21 34.45,Transit,1,0.114,0,0.029,0,0.210,0,86.390,0,,0,,0,2.219,0,0.630,0.000,0.590,0,74.000,0,13.150,0,V (Johnson),3993.36,0,0,2017-10-05,,12.466,5
306,K2-123 b,212069861,K2-123 b,08 57 46.604,+21 27 12.72,Transit,1,0.236,0,0.167,0,0.060,0,89.790,0,,0,,0,30.957,0,0.650,0.000,0.570,0,156.000,0,14.781,0,V (Johnson),4075.67,0,0,2017-10-05,,14.102,5
307,K2-124 b,212154564,K2-124 b,08 54 33.886,+23 07 58.41,Transit,1,0.236,0,0.051,0,0.080,0,89.510,0,,0,,0,6.414,0,0.440,0.000,0.340,0,,,15.105,0,Kepler-band,3560.7,0,0,2017-10-05,,15.105,5
